id,AnnotaId,verb1_id,verb1,verb2_id,verb2,verb3_id,verb3,verb4_id,verb4,adj1_id,adj1,adj2_id,adj2,adj3_id,adj3,adj4_id,adj4,FileName,Sentiment
24720,899,SID-01152396-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,SID-00392812-A,black,NULL,NULL,NULL,NULL,NULL,NULL,1381830830624.gif,0
24721,901,SID-01446901-V,wave,SID-01547001-V,lie,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381831384580.gif,+
24722,908,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01660444-A,fighting,SID-01188491-A,heavy,NULL,NULL,NULL,NULL,1381831674423.gif,-
24723,920,SID-00897125-V,greet,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381835750884.gif,+
24724,922,SID-01957529-V,sit,SID-01041415-V,wave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381850254272.gif,0
24725,923,SID-01729431-V,sing,NULL,NULL,NULL,NULL,NULL,NULL,SID-01800764-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1381852504913.gif,+
24726,924,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-01800764-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1381852505697.gif,+
24727,926,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-01800764-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1381852854510.gif,+
24728,927,SID-01041415-V,wave,NULL,NULL,NULL,NULL,NULL,NULL,SID-01800764-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1381852864527.gif,+
24729,928,SID-00557216-V,swing,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381853209827.gif,0
24730,929,SID-00007739-V,wink,NULL,NULL,NULL,NULL,NULL,NULL,SID-00152896-A,speaking,NULL,NULL,NULL,NULL,NULL,NULL,1381853286483.gif,0
24731,930,NULL,NULL,NULL,NULL,SID-00028565-V,smile,NULL,NULL,SID-00971660-A,cool,SID-00971660-A,cool,NULL,NULL,NULL,NULL,1381853289567.gif,+
24732,934,SID-01909812-V,turn,SID-00004492-V,hold,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381856097286.gif,0
24733,939,SID-01547001-V,lie,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381862183294.gif,0
24734,944,SID-01547001-V,lie,NULL,NULL,NULL,NULL,NULL,NULL,SID-01561771-A,moving,NULL,NULL,NULL,NULL,NULL,NULL,1381883883205.gif,+
24735,945,SID-00028565-V,smile,SID-01632897-V,throw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381889602213.gif,+
24736,947,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1381894060635.gif,+
24737,953,SID-00028565-V,smile,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381906627762.gif,0
24738,1066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,SID-02357479-A,surprised,NULL,NULL,NULL,NULL,1381911667527.gif,0
24739,954,SID-01170983-V,lick,SID-00007739-V,wink,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381911693049.gif,+
24740,956,SID-00670991-V,stand,SID-01877620-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381911961347.gif,+
24741,957,SID-00028565-V,smile,SID-00005815-V,cough,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381912220449.gif,0
24742,958,SID-01166351-V,eat,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381912369036.gif,+
24743,967,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-01361863-A,sad,NULL,NULL,NULL,NULL,NULL,NULL,1381913487236.gif,0
24744,969,SID-01747374-V,copy,SID-00087736-V,take,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381913828259.gif,+
24745,974,SID-01370561-V,kick,SID-01877620-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,1381913898162.gif,+
24746,989,SID-01575536-V,punch,SID-01984119-V,fall,SID-01370561-V,kick,NULL,NULL,SID-01240413-A,running,NULL,NULL,NULL,NULL,NULL,NULL,1381928933534.gif,0
24747,991,SID-00007739-V,wink,NULL,NULL,NULL,NULL,NULL,NULL,SID-00855670-A,little,NULL,NULL,NULL,NULL,NULL,NULL,1381934507104.gif,+
24748,998,SID-00147815-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,SID-00855670-A,little,NULL,NULL,NULL,NULL,NULL,NULL,1381936002236.gif,+
24749,1000,SID-01370561-V,kick,SID-01415285-V,punch,NULL,NULL,NULL,NULL,SID-01240413-A,running,NULL,NULL,NULL,NULL,NULL,NULL,1381936008485.gif,-
24750,1002,SID-00557216-V,swing,SID-01370561-V,kick,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00855670-A,little,NULL,NULL,1381936321169.gif,+
24751,1006,SID-01894649-V,dance,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381948133758.gif,0
24752,1007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,1381948138808.gif,0
24753,1008,SID-01170983-V,lick,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381953497211.gif,0
24754,1010,SID-00670991-V,stand,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381956287030.gif,0
24755,1014,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00980527-A,slow,NULL,NULL,NULL,NULL,NULL,NULL,1381970479811.gif,0
24756,1015,SID-02067689-V,flow,SID-01895519-V,twist,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381970480132.gif,0
24757,1016,NULL,NULL,NULL,NULL,SID-01086103-V,run,NULL,NULL,SID-01561771-A,moving,SID-01551633-A,many,NULL,NULL,NULL,NULL,1381975546147.gif,+
24758,1025,SID-00007739-V,wink,NULL,NULL,NULL,NULL,NULL,NULL,SID-01238486-A,weeping,NULL,NULL,NULL,NULL,NULL,NULL,1381977770965.gif,-
24759,1026,SID-01894649-V,dance,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381978414067.gif,0
24760,1027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,1381978474654.gif,0
24761,1028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,1381978565948.gif,0
24762,1030,SID-00557216-V,swing,SID-00147815-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381990420385.gif,0
24763,1031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,1381990421075.gif,0
24764,1037,SID-00031820-V,laugh,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1381994924088.gif,+
24765,1039,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,SID-01361863-A,sad,NULL,NULL,NULL,NULL,NULL,NULL,1381995543294.gif,-
24766,1041,SID-00147815-V,fall,SID-00147815-V,fall,NULL,NULL,NULL,NULL,SID-01240413-A,running,NULL,NULL,NULL,NULL,NULL,NULL,1381995796829.gif,-
24767,1043,SID-01170983-V,lick,NULL,NULL,NULL,NULL,NULL,NULL,SID-01564315-A,still,NULL,NULL,NULL,NULL,NULL,NULL,1381995971333.gif,+
24768,1044,SID-00047610-V,wear,SID-00621734-V,throw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382007426696.gif,+
24769,1047,SID-02702120-V,stand,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382007522955.gif,+
24770,1048,SID-01882170-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,SID-01240029-A,sitting,NULL,NULL,NULL,NULL,NULL,NULL,1382007533683.gif,+
24771,1049,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00592754-A,running,SID-01143279-A,sudden,NULL,NULL,NULL,NULL,1382007546331.gif,-
24772,1050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00152896-A,speaking,SID-00152896-A,speaking,NULL,NULL,NULL,NULL,1382007662478.gif,0
24773,1052,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00152896-A,speaking,NULL,NULL,NULL,NULL,NULL,NULL,1382008224609.gif,0
24774,1053,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00152896-A,speaking,NULL,NULL,NULL,NULL,NULL,NULL,1382008255462.gif,0
24775,1055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01666275-A,disorderly,NULL,NULL,NULL,NULL,NULL,NULL,1382008408468.gif,0
24776,1058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00152896-A,speaking,SID-00152896-A,speaking,NULL,NULL,NULL,NULL,1382009700168.gif,0
24777,1059,SID-01370561-V,kick,SID-01547001-V,lie,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382009900349.gif,-
24778,1067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,SID-02104600-A,irritable,NULL,NULL,NULL,NULL,1382024951091.gif,-
24779,1070,SID-01079873-V,play,SID-00147815-V,fall,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1382025668665.gif,+
24780,1077,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-01598319-A,normal,NULL,NULL,NULL,NULL,NULL,NULL,1382043650740.gif,+
24781,1080,SID-01894649-V,dance,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,SID-02545023-A,funny,NULL,NULL,NULL,NULL,NULL,NULL,1382050503363.gif,+
24782,1083,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382067484405.gif,0
24783,1084,SID-00147815-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1382080321266.gif,-
24784,1092,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1382124545134.gif,+
24785,1093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02545023-A,funny,SID-01361863-A,sad,NULL,NULL,NULL,NULL,1382125458928.gif,-
24786,1097,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,1382157819527.gif,+
24787,1099,SID-01871979-V,push,NULL,NULL,NULL,NULL,NULL,NULL,SID-02572038-A,mad,NULL,NULL,NULL,NULL,NULL,NULL,1382165501119.gif,-
24788,1100,SID-01562061-V,crash,NULL,NULL,NULL,NULL,NULL,NULL,SID-01551633-A,many,NULL,NULL,NULL,NULL,NULL,NULL,1382166109873.gif,-
24789,1105,SID-00557216-V,swing,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382178082081.gif,0
24790,1107,SID-02159890-V,winkle,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382180729256.gif,0
24791,1116,SID-01370561-V,kick,SID-01444563-V,spit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382181547122.gif,-
24792,1121,SID-00557216-V,swing,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382184796151.gif,0
24793,1122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,SID-01666275-A,disorderly,NULL,NULL,NULL,NULL,1382185136738.gif,0
24794,1123,SID-00845299-V,shout,SID-00845299-V,shout,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382187345910.gif,0
24795,1142,SID-01431723-V,kiss,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382246287092.gif,-
24796,1144,SID-01547001-V,lie,NULL,NULL,NULL,NULL,NULL,NULL,SID-01560513-A,moving,NULL,NULL,NULL,NULL,NULL,NULL,1382249680877.gif,+
24797,1145,SID-00147815-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,SID-00855670-A,little,NULL,NULL,NULL,NULL,NULL,NULL,1382249734104.gif,+
24798,1149,SID-02416751-V,collaborate,SID-01072949-V,play,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382249737827.gif,+
24799,1147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,NULL,NULL,1382253639647.gif,0
24800,1148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,NULL,NULL,1382253653264.gif,0
24801,1150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,1382258867081.gif,0
24802,1158,SID-00031820-V,laugh,SID-01972298-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382262728911.gif,+
24803,1153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02386125-A,long,SID-02386125-A,long,NULL,NULL,NULL,NULL,1382262830823.gif,0
24804,1155,SID-00803325-V,pass,SID-00067545-V,sweat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382262964347.gif,0
24805,1159,SID-01398919-V,beat,NULL,NULL,NULL,NULL,NULL,NULL,SID-02357479-A,surprised,NULL,NULL,NULL,NULL,NULL,NULL,1382263114287.gif,+
24806,1160,SID-00066685-V,cry,SID-01398919-V,beat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382263129168.gif,-
24807,1164,SID-01396524-V,hug,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382278206197.gif,0
24808,1167,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,SID-01564315-A,still,NULL,NULL,NULL,NULL,NULL,NULL,1382278369735.gif,0
24809,1173,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-02131072-A,sexy,NULL,NULL,NULL,NULL,NULL,NULL,1382294702094.gif,+
24810,1174,SID-00121506-V,jump,SID-02550868-V,save,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382295572198.gif,+
24811,1175,SID-00031820-V,laugh,SID-02532595-V,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382295576929.gif,+
24812,1178,SID-01714208-V,perform,SID-01198101-V,smoke,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382295578191.gif,+
24813,1180,SID-00155727-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,SID-01606058-A,blue,NULL,NULL,NULL,NULL,NULL,NULL,1382295588868.gif,0
24814,1181,SID-01198101-V,smoke,NULL,NULL,NULL,NULL,NULL,NULL,SID-00152896-A,speaking,NULL,NULL,NULL,NULL,NULL,NULL,1382295591558.gif,0
24815,1179,SID-00100410-V,roll,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1382330793033.gif,+
24816,1183,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1382342657662.gif,+
24817,1184,SID-01729431-V,sing,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382342659680.gif,+
24818,1208,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,SID-01287160-A,broad,NULL,NULL,NULL,NULL,NULL,NULL,1382370255660.gif,0
24819,1210,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00152896-A,speaking,NULL,NULL,NULL,NULL,NULL,NULL,1382372767827.gif,0
24820,1220,SID-00328128-V,boil,NULL,NULL,NULL,NULL,NULL,NULL,SID-02396720-A,yummy,NULL,NULL,NULL,NULL,NULL,NULL,1382375693088.gif,+
24821,1222,SID-01877620-V,swing,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382375794441.gif,+
24822,1224,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,SID-03069937-A,green,NULL,NULL,NULL,NULL,NULL,NULL,1382376448770.gif,+
24823,1226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,NULL,NULL,1382376817875.gif,0
24824,1227,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,SID-00478685-A,painful,NULL,NULL,NULL,NULL,NULL,NULL,1382376910198.gif,-
24825,1229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02390569-A,disorderly,SID-02390569-A,disorderly,NULL,NULL,NULL,NULL,1382379452682.gif,0
24826,1233,SID-00557216-V,swing,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382384988939.gif,0
24827,1234,SID-01239619-V,knock,SID-00066685-V,cry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382384989795.gif,-
24828,1235,SID-01894649-V,dance,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382384991396.gif,0
24829,1246,SID-01894649-V,dance,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382390326902.gif,+
24830,1248,SID-00557216-V,swing,SID-00007739-V,wink,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382390327926.gif,+
24831,1249,SID-00007739-V,wink,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382390328372.gif,+
24832,1250,SID-00424224-V,burst,NULL,NULL,NULL,NULL,NULL,NULL,SID-01051814-A,unhappy,NULL,NULL,NULL,NULL,NULL,NULL,1382390329036.gif,-
24833,1252,SID-00424224-V,burst,SID-02173336-V,scream,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382408963453.gif,-
24834,1253,SID-00557216-V,swing,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382409069929.gif,+
24835,1254,SID-00898210-V,nod,NULL,NULL,NULL,NULL,NULL,NULL,SID-00152896-A,speaking,NULL,NULL,NULL,NULL,NULL,NULL,1382409837159.gif,0
24836,1258,SID-01444563-V,spit,SID-01882170-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382422805518.gif,0
24837,1259,SID-01432353-V,tongue,NULL,NULL,NULL,NULL,NULL,NULL,SID-01459755-A,lovely,NULL,NULL,NULL,NULL,NULL,NULL,1382425339159.gif,+
24838,1260,SID-01431723-V,kiss,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382453518814.gif,+
24839,1262,SID-01392237-V,wipe,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1382461911487.gif,+
24840,1267,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1382475228564.gif,+
24841,1266,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1382475233404.gif,+
24842,1309,SID-01400044-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,SID-01261363-A,powerful,NULL,NULL,NULL,NULL,NULL,NULL,1382557986251.gif,+
24843,1311,SID-01955984-V,ride,NULL,NULL,NULL,NULL,NULL,NULL,SID-00919542-A,excited,NULL,NULL,NULL,NULL,NULL,NULL,1382558227003.gif,+
24844,1312,SID-01904930-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,SID-02236842-A,smooth,NULL,NULL,NULL,NULL,NULL,NULL,1382558227886.gif,+
24845,1322,SID-02701445-V,sleep,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382610157661.gif,+
24846,1343,SID-00066685-V,cry,NULL,NULL,NULL,NULL,NULL,NULL,SID-01459755-A,lovely,NULL,NULL,NULL,NULL,NULL,NULL,1382610620998.gif,+
24847,1324,SID-01894649-V,dance,SID-00147815-V,fall,NULL,NULL,NULL,NULL,SID-02545023-A,funny,NULL,NULL,NULL,NULL,NULL,NULL,1382611134896.gif,-
24848,1328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,SID-01361863-A,sad,NULL,NULL,NULL,NULL,1382617254962.gif,-
24849,1330,SID-00147815-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,SID-02545023-A,funny,NULL,NULL,NULL,NULL,NULL,NULL,1382620784050.gif,-
24850,1332,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382622791190.gif,+
24851,1335,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-02545023-A,funny,NULL,NULL,NULL,NULL,NULL,NULL,1382623884439.gif,+
24852,1337,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-02545023-A,funny,NULL,NULL,NULL,NULL,NULL,NULL,1382625095088.gif,+
24853,1339,SID-01840238-V,fly,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382629346403.gif,0
24854,1340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,SID-00971660-A,cool,NULL,NULL,NULL,NULL,1382632604709.gif,+
24855,1341,SID-01067816-V,sing,SID-01894649-V,dance,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382633621542.gif,+
24856,1342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,SID-01361863-A,sad,NULL,NULL,NULL,NULL,1382633628630.gif,-
24857,1345,SID-00897125-V,greet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382633724041.gif,+
24858,1347,SID-01894649-V,dance,SID-00028565-V,smile,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382645745714.gif,+
24859,1351,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382664331353.gif,+
24860,1356,SID-02046572-V,swivel,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1382690440803.gif,+
24861,1361,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382719898689.gif,+
24862,1364,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382720365175.gif,+
24863,1365,SID-01067816-V,sing,NULL,NULL,NULL,NULL,NULL,NULL,SID-02545023-A,funny,NULL,NULL,NULL,NULL,NULL,NULL,1382720528050.gif,+
24864,1366,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1382721254524.gif,+
24865,1367,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1382732833237.gif,+
24866,1368,SID-01882170-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382733370762.gif,0
24867,1369,SID-01894649-V,dance,SID-00028565-V,smile,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1382734751090.gif,+
24868,1371,SID-00334803-V,run,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1382737997944.gif,+
24869,1373,SID-01072949-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1382760561015.gif,+
24870,1374,SID-01894649-V,dance,SID-00028565-V,smile,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1382772871083.gif,+
24871,1378,SID-01149470-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1382774827673.gif,+
24872,1379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,SID-00113818-A,angry,NULL,NULL,NULL,NULL,1382786805915.gif,-
24873,1381,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-02545023-A,funny,NULL,NULL,NULL,NULL,NULL,NULL,1382795220686.gif,+
24874,1384,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1382813265093.gif,+
